Ticker,Name,Price,PER,PBR,MarketCap,ROE,DividendYield_%,5MA_Dev_%,BB_Upper,BB_Lower,RSI,MACD,Open_to_Close_Return_%,Volume,Trading_Value
7203,Toyota Motor Corporation,3944.0,13.87755,1.318899,51405834420224,0.10032,248.0,4.222821203953284,3906.8386702308762,3513.6613297691238,66.96063431357095,79.78396674211717,7.0284938941655355,44611800.0,175948939200.0
9984,SoftBank Group Corp.,4046.0,7.564879,1.492816,23057198481408,0.26023,27.0,-1.1531320238444205,4774.180926420802,3788.0190735791984,44.73790765886351,-43.84881844016218,0.8977556109725686,33867000.0,137025882000.0
6758,Sony Group Corporation,3593.0,17.394463,2.6268556,21426285314048,0.14917,69.0,4.253714020427109,3679.6837002785956,3252.416299721405,52.398641370029885,-61.282810769173466,0.41922861934041367,20165800.0,72455719400.0
8306,"Mitsubishi UFJ Financial Group, Inc.",2820.0,16.754799,1.4962443,31899871346688,0.06113,263.0,-2.3038281655984756,3086.3793260877687,2754.9706739122316,46.882772974025904,32.69340543688213,-0.08857395925597875,71277500.0,201002550000.0
8035,Tokyo Electron Limited,43530.0,36.906406,9.951075,19954273353728,0.26457,137.0,-2.600017900295355,46152.46029278291,38708.53970721709,55.72714368654208,1375.0910506114888,1.9676739283204496,2574400.0,112063632000.0
